P1_001N,P13_001N,P11_001N,P11_002N,P11_005N,P11_006N,P11_008N,geo_id
73,31.3,58,28,13,14,1,421010163003008
78,33.5,66,54,1,8,3,421010163003009
139,38.8,105,68,10,17,8,421010163003010
126,41.5,100,45,8,1,46,421010163003011
62,16.4,27,6,2,5,14,421010163003012
128,35.6,112,14,19,11,67,421010163003013
91,21.4,53,22,5,22,4,421010163003014
182,34.0,129,97,3,29,0,421010175002004
13,19.5,7,6,0,0,0,421010175002001
101,36.9,83,59,1,23,0,421010175002002
117,50.5,84,74,0,5,2,421010175002005
118,45.8,86,82,0,3,1,421010175002006
25,31.5,21,1,0,11,3,421010175003003
55,55.3,50,4,5,40,0,421010175003004
124,38.3,91,49,4,38,0,421010175003005
107,38.8,72,34,0,35,0,421010175003006
61,47.1,43,32,0,10,0,421010175003007
80,28.4,60,12,3,45,0,421010175003008
25,40.9,18,6,5,7,0,421010175003009
20,26.0,12,10,0,0,0,421010175003010
25,63.5,16,6,0,9,0,421010175003011
38,25.0,29,16,2,8,2,421010175003012
87,40.8,76,65,0,11,0,421010175004001
155,31.2,93,71,3,19,0,421010175004002
205,25.1,130,91,1,37,0,421010175004003
117,32.2,72,43,0,25,4,421010175004004
102,40.2,81,52,4,22,1,421010175004005
55,18.3,28,10,3,9,1,421010175004006
19,41.5,15,9,0,5,0,421010175004007
78,34.0,61,50,0,9,0,421010175004008
90,57.3,73,54,1,18,0,421010175005000
96,39.5,70,37,8,25,0,421010175005001
182,34.2,124,56,4,62,2,421010175005002
155,35.5,119,66,2,49,0,421010175005003
88,51.5,73,4,0,69,0,421010169011015
46,55.7,33,0,1,32,0,421010169011012
47,49.3,39,0,0,38,1,421010169011013
53,52.8,51,0,2,48,1,421010169011014
100,43.7,80,4,0,70,1,421010169011017
78,41.0,71,4,1,66,0,421010169011018
112,33.0,83,1,0,81,0,421010169012000
100,35.3,94,3,0,86,0,421010169012001
76,56.2,63,1,0,60,0,421010169012002
30,51.0,28,3,0,23,0,421010169012003
43,36.5,31,0,1,27,1,421010169012004
115,42.8,94,84,0,8,0,421010175002007
141,42.9,121,106,1,14,0,421010175002008
143,29.2,105,79,3,21,2,421010175002009
75,16.7,32,24,0,6,1,421010175003000
149,41.2,123,107,0,16,0,421010175003001
51,44.4,46,29,5,11,0,421010175003002
45,52.2,36,3,0,33,0,421010169012005
24,34.5,22,0,0,22,0,421010169012006
62,30.3,45,0,1,44,0,421010169012007
62,46.0,47,5,3,39,0,421010169012008
96,46.0,75,0,0,70,0,421010169012009
74,52.5,53,1,0,52,0,421010169012010
50,35.8,32,0,0,31,0,421010169012011
26,27.0,22,0,0,22,0,421010169012012
19,23.5,13,1,0,12,0,421010169012013
81,42.2,56,1,0,55,0,421010169013000
17,35.9,17,0,1,15,0,421010169013001
60,30.7,44,1,0,43,0,421010169013002
82,27.6,55,0,2,51,0,421010169013003
83,36.9,55,1,0,54,0,421010169013004
42,42.3,34,0,0,31,0,421010169013005
64,32.5,47,0,4,41,0,421010169013006
96,50.7,66,0,1,65,0,421010169013007
81,24.9,58,1,2,54,0,421010169013008
91,47.5,65,2,2,61,0,421010169013009
97,23.1,60,0,0,60,0,421010169013010
757,26.2,748,134,416,99,93,421010279022014
4,32.5,4,0,2,2,0,421010279022011
225,26.6,221,49,111,33,26,421010279022012
353,26.5,350,65,195,41,43,421010279022013
14,20.0,10,0,1,9,0,421010279022015
107,34.7,82,0,0,82,0,421010279022016
160,32.6,119,4,2,113,0,421010280001002
136,48.2,121,3,3,111,0,421010280001003
184,46.5,135,7,0,126,0,421010280001004
114,48.5,89,13,2,71,0,421010280001005
114,29.3,75,8,2,65,0,421010280001006
144,30.5,110,12,3,85,0,421010280001007
20,32.3,18,6,0,12,0,421010280002000
128,46.5,104,1,0,100,0,421010280002001
30,26.0,18,1,1,12,0,421010280002002
40,16.5,20,1,0,19,0,421010280002003
56,31.5,35,1,0,33,0,421010280002004
391,38.5,307,24,5,266,0,421010280002005
115,30.9,84,2,4,78,0,421010280002008
130,24.3,97,5,0,92,0,421010280003000
60,45.0,45,3,0,39,3,421010280003001
36,41.0,30,5,0,23,1,421010280003003
55,32.4,41,1,2,38,0,421010280003004
84,37.7,64,2,1,61,0,421010280003005
145,43.6,112,4,0,99,6,421010280003006
111,31.8,87,12,0,71,0,421010280003007
96,37.2,76,3,0,72,0,421010280003008
124,34.0,90,8,3,79,0,421010280003009
141,33.5,113,2,1,110,0,421010280003010
101,51.8,86,2,1,80,0,421010280003011
135,45.3,99,8,62,20,2,421010338003003
179,35.5,137,14,85,12,17,421010338003000
557,63.6,493,24,370,47,32,421010338003001
166,52.1,135,11,84,22,15,421010338003002
489,37.9,392,63,234,32,32,421010338003004
122,25.8,70,13,45,3,6,421010338003005
96,46.0,74,19,25,20,8,421010338003006
114,47.5,87,18,51,4,12,421010338003007
76,67.8,62,7,32,5,15,421010338003008
113,50.9,84,7,70,6,1,421010339001000
218,36.3,146,8,134,3,0,421010339001001
128,48.5,113,2,103,8,0,421010339001002
106,31.4,77,14,53,2,4,421010339001003
407,49.2,345,38,250,25,28,421010339001004
66,42.5,56,16,35,1,0,421010339001005
78,41.0,52,0,42,8,0,421010339001006
133,40.9,115,21,75,0,16,421010339001008
78,40.3,57,8,41,7,1,421010339001009
14,27.5,8,1,4,0,1,421010339001010
199,33.4,157,8,83,48,12,421010339002000
110,52.3,89,12,54,6,14,421010339002001
71,43.5,59,7,31,15,5,421010339002002
43,38.1,29,3,17,8,0,421010339002003
164,37.0,137,14,75,32,15,421010339002005
62,37.5,45,2,41,1,0,421010339002006
24,33.5,20,7,12,0,0,421010339002007
120,52.3,100,23,56,13,4,421010339002008
89,50.6,72,9,47,12,1,421010339002009
81,56.1,74,2,65,6,1,421010339002010
59,39.5,43,2,33,7,1,421010339002011
373,35.1,291,54,124,101,7,421010339002012
132,30.7,93,15,55,16,0,421010339002013
88,44.6,74,8,28,19,13,421010339002014
26,23.3,14,2,10,0,0,421010344003019
55,50.6,41,4,36,0,1,421010344003016
240,55.1,192,9,135,12,34,421010344003017
34,30.7,21,1,8,3,8,421010344003018
108,35.5,90,3,71,0,15,421010344003020
68,51.9,52,3,29,0,19,421010344003021
38,25.5,23,0,9,3,11,421010344003022
42,33.0,30,3,13,10,4,421010344003023
86,53.0,76,2,53,0,20,421010344003024
37,51.1,31,5,25,0,1,421010344003025
338,43.8,270,15,221,12,20,421010344004000
206,43.9,155,8,110,5,32,421010344004001
127,58.3,111,0,87,3,15,421010344004002
96,38.5,78,8,59,0,11,421010344004003
399,48.6,320,14,245,4,54,421010344004004
39,29.4,34,1,29,2,1,421010344004005
46,52.5,35,1,18,3,10,421010344004006
62,43.5,52,13,29,1,9,421010344004008
108,50.5,94,5,78,0,11,421010344004009
52,64.0,49,0,40,0,1,421010344004010
43,63.6,32,0,18,5,5,421010344004011
189,33.5,138,9,119,0,8,421010344004012
134,34.0,104,4,93,0,7,421010344004013
18,49.0,14,4,7,0,0,421010344004014
181,50.7,136,8,122,0,6,421010344004015
128,55.1,108,0,103,0,1,421010344004016
1275,36.3,1037,80,514,212,181,421010345011000
361,75.4,353,19,312,13,8,421010345011001
159,47.6,135,38,67,9,17,421010345011002
123,59.9,100,13,67,0,14,421010345011003
125,45.4,96,14,49,8,19,421010345012000
370,50.8,315,17,244,22,17,421010345012001
105,46.5,80,1,31,1,42,421010345012002
44,39.5,28,6,21,0,0,421010365022001
137,40.9,115,6,106,0,3,421010365021015
92,50.0,69,8,56,0,3,421010365021016
80,55.8,64,1,54,0,0,421010365022000
160,38.3,125,2,103,5,12,421010365022002
88,53.5,75,6,62,0,4,421010365022003
82,47.7,58,1,49,4,1,421010365022004
460,43.7,368,8,312,21,24,421010365022005
103,62.8,90,5,79,0,3,421010365022006
78,28.6,52,6,45,0,0,421010365022007
83,50.2,58,15,42,1,0,421010365022008
50,42.0,40,0,38,2,0,421010365022009
175,44.4,139,8,128,0,0,421010365022011
59,24.9,51,1,50,0,0,421010365022012
86,30.0,67,8,48,1,8,421010365022013
10,26.5,6,2,3,0,0,421010366001000
204,37.9,166,9,123,16,15,421010366001003
83,40.1,66,13,40,0,9,421010366001006
39,35.8,31,5,13,4,5,421010366001007
88,47.5,76,0,75,0,0,421010379006011
110,38.3,94,5,63,7,18,421010366001008
66,38.8,50,3,27,6,6,421010366001009
6,29.5,5,0,0,0,2,421010366001010
14,26.0,7,2,5,0,0,421010366001011
88,34.8,72,0,65,6,1,421010379004003
78,40.7,74,8,66,0,0,421010379004004
80,34.7,71,0,65,2,2,421010379004005
47,48.4,36,1,34,0,0,421010379004007
86,36.7,67,3,54,7,3,421010379004008
60,26.3,46,2,44,0,0,421010379004009
6,54.5,5,2,3,0,0,421010379004010
70,43.0,53,0,49,0,0,421010379004011
99,34.2,79,8,68,0,0,421010379005000
56,43.0,38,1,37,0,0,421010379005001
58,39.5,53,0,47,0,0,421010379005002
62,45.5,52,4,47,0,0,421010379005003
98,29.8,77,2,64,0,4,421010379005004
112,39.0,91,5,86,0,0,421010379005005
106,46.0,77,1,74,1,1,421010379005006
59,37.3,53,2,50,0,0,421010379005008
115,41.5,90,6,77,5,2,421010379005009
87,41.8,67,4,63,0,0,421010379005011
30,35.5,23,4,13,3,0,421010379005012
91,50.5,66,7,54,0,3,421010379006001
91,47.5,75,0,72,0,0,421010379006002
20,29.5,20,4,12,0,2,421010379006004
47,40.6,34,2,28,2,2,421010379006005
86,33.3,71,0,68,3,0,421010379006006
63,51.5,51,5,39,4,0,421010379006007
3,8.5,0,0,0,0,0,421010379006008
134,31.4,111,3,96,0,10,421010379006009
101,43.2,82,2,72,0,0,421010379006010
11,28.3,6,4,0,0,0,421010001011000
15,34.5,15,6,1,0,0,421010001011001
29,32.6,29,1,16,6,6,421010009011009
6,32.5,5,1,0,1,0,421010009011006
345,44.3,324,17,147,114,36,421010009011007
26,33.0,20,2,4,12,1,421010009011008
45,24.9,40,1,32,0,6,421010009011010
67,36.8,65,7,50,6,1,421010009011011
73,32.6,72,6,57,6,3,421010009011012
25,37.3,22,3,13,6,0,421010009011014
267,27.4,266,14,170,28,50,421010009012000
36,29.6,33,8,19,2,0,421010009012001
10,32.0,9,4,0,0,0,421010009012002
392,29.1,392,42,256,26,40,421010009012005
86,30.0,85,7,60,2,11,421010009012006
30,40.4,21,0,17,0,4,421010009012007
147,26.6,140,16,81,21,15,421010009012008
198,31.0,196,10,157,12,14,421010009012009
476,59.8,449,19,401,6,20,421010009021000
371,79.7,371,15,35,46,270,421010009021001
31,29.3,30,3,13,1,8,421010009021003
50,52.5,49,0,31,0,12,421010009021004
229,69.3,226,0,131,2,87,421010009021005
65,31.3,55,3,42,0,4,421010009021006
41,32.9,34,4,24,0,5,421010009021008
52,59.3,47,0,38,3,5,421010009021009
90,37.6,90,0,75,3,7,421010009021010
54,60.7,44,1,34,2,6,421010009021011
185,23.4,179,8,125,3,37,421010009022000
352,24.4,348,13,191,29,103,421010009022001
43,24.2,32,1,8,22,1,421010109002006
34,23.8,33,2,13,8,6,421010109002007
128,23.9,90,4,26,52,7,421010109002008
22,25.5,22,0,8,6,2,421010109003001
112,25.3,91,8,28,38,13,421010109003002
143,24.5,132,2,64,39,25,421010109003003
130,23.4,124,7,54,36,25,421010109003004
140,23.8,116,4,42,51,14,421010109003005
80,59.0,77,2,6,64,2,421010109003006
146,23.5,101,4,23,59,12,421010109003007
90,23.0,61,2,11,45,3,421010109003008
51,23.9,46,1,23,16,1,421010109003009
47,23.3,44,4,19,7,11,421010109003010
12,21.5,9,2,6,0,0,421010109003011
84,50.7,64,3,3,55,0,421010110001001
51,40.8,46,2,4,34,4,421010110001002
127,32.5,96,0,4,83,0,421010110001003
83,29.5,54,2,0,49,0,421010110001004
54,28.0,43,3,0,37,0,421010110001005
152,32.2,114,3,22,86,0,421010110001006
275,40.9,232,3,22,198,3,421010110002000
155,31.8,120,1,8,106,0,421010110002001
161,34.1,126,0,8,113,0,421010110002003
35,36.5,25,7,8,10,0,421010110002004
171,32.5,115,3,3,109,0,421010110002005
183,39.5,152,5,7,133,4,421010110003000
96,50.0,90,1,6,79,0,421010110003001
85,52.1,72,1,2,67,0,421010110003002
92,41.5,78,5,9,59,2,421010110003003
87,30.3,64,0,0,61,0,421010110003004
53,40.8,46,4,1,36,0,421010110003005
206,28.5,146,11,10,116,0,421010110003006
12,30.0,8,4,3,0,1,421010178001018
36,32.7,25,12,0,12,0,421010178001015
45,25.8,28,15,4,9,0,421010178001016
25,54.5,17,15,1,0,0,421010178001017
13,16.5,6,5,0,1,0,421010178001019
12,13.5,5,3,1,1,0,421010178001020
83,32.5,56,31,20,5,0,421010178001021
49,26.1,37,15,8,10,3,421010178001022
28,28.7,18,8,8,1,0,421010178001023
100,26.0,69,24,8,19,15,421010178002000
158,32.9,106,58,17,26,3,421010178002001
157,28.5,106,52,9,38,7,421010178002002
53,24.5,35,16,5,7,7,421010178002003
88,38.0,62,33,3,22,3,421010178002004
61,38.7,47,27,12,5,0,421010178002005
142,30.0,91,55,4,32,0,421010178002006
89,27.5,59,20,5,28,0,421010178002007
52,31.5,38,15,0,11,7,421010178002008
135,27.3,78,40,18,20,0,421010178002009
80,43.5,62,47,14,1,0,421010178002010
82,23.3,57,25,20,8,2,421010178002011
11,27.5,9,7,2,0,0,421010178002012
156,30.5,120,50,27,37,3,421010178002013
106,29.1,77,27,22,27,1,421010178002014
74,36.5,56,23,16,13,1,421010178003000
77,36.8,71,23,31,17,0,421010178003001
103,32.8,79,45,22,8,4,421010178003002
220,31.4,160,93,19,4,42,421010191003000
135,30.6,88,43,18,25,1,421010178003003
63,37.2,51,12,19,16,4,421010178003004
79,28.2,54,36,12,4,0,421010178003005
94,28.0,65,28,25,12,0,421010178003006
55,42.5,42,17,11,10,0,421010178003007
79,26.7,53,28,5,17,3,421010178003008
69,27.0,40,21,4,12,0,421010178003009
168,33.0,111,38,15,54,2,421010178003010
99,26.8,72,23,27,21,0,421010178003014
120,29.4,77,26,39,11,1,421010178003011
90,31.6,56,37,9,6,0,421010178003012
174,35.9,147,79,26,34,4,421010178003013
52,38.0,43,13,14,8,5,421010178003015
107,35.3,78,44,15,17,0,421010178003016
109,40.6,78,52,10,15,1,421010178003017
80,28.5,50,31,7,9,0,421010178003018
59,29.9,45,18,15,11,0,421010178004000
166,21.9,111,59,19,27,1,421010178004001
148,33.0,95,58,2,31,1,421010178004002
69,29.3,54,27,12,9,1,421010178004003
120,36.5,95,33,32,23,3,421010178004004
61,40.5,51,27,15,7,0,421010178004005
28,22.5,17,9,6,2,0,421010178004006
67,40.8,53,13,26,9,2,421010178004007
45,33.3,36,25,0,8,2,421010178004008
94,22.7,59,28,15,11,4,421010178004009
101,33.5,78,34,30,8,6,421010178004010
130,27.0,89,52,6,29,2,421010178004011
47,25.5,29,14,0,12,1,421010178004012
55,40.5,37,5,14,15,0,421010178004013
58,36.5,44,17,11,13,1,421010178004014
60,31.0,42,20,16,4,0,421010178004015
232,34.8,177,73,53,45,1,421010178004016
28,28.7,19,11,5,0,0,421010178004017
23,23.8,13,8,2,2,1,421010178004018
77,32.7,55,15,31,6,1,421010178004019
105,29.7,81,43,20,12,1,421010179001001
91,28.2,63,23,22,15,3,421010179001002
148,28.5,109,34,20,43,1,421010179001003
72,25.0,50,28,14,5,0,421010179001004
86,27.3,56,20,7,19,0,421010179001005
87,31.4,67,45,10,0,10,421010191002007
105,40.7,84,50,4,5,25,421010191002008
229,24.4,145,49,19,6,70,421010191003001
149,35.3,111,61,17,5,25,421010191003002
150,43.0,106,61,25,2,15,421010191003003
130,35.8,93,44,21,6,20,421010191003004
171,27.8,124,81,13,3,27,421010191003005
153,33.8,113,84,16,6,7,421010191003006
193,31.3,135,84,15,13,23,421010191003007
212,39.7,156,102,12,10,32,421010191003008
201,40.8,158,108,21,0,29,421010191003009
181,29.8,135,100,15,13,7,421010191004000
161,40.1,119,81,9,15,8,421010191004001
196,27.5,136,105,7,15,8,421010191004002
177,24.6,131,79,2,14,30,421010191004003
80,30.0,62,36,1,1,22,421010191004004
101,34.9,82,77,3,1,0,421010191004005
128,39.0,101,65,10,21,3,421010191004006
27,12.8,11,10,1,0,0,421010191004007
94,21.7,72,40,0,24,7,421010191004008
95,24.6,67,31,17,18,1,421010191004009
117,24.5,74,40,8,16,10,421010191004010
134,41.6,101,69,2,16,12,421010191004011
14,53.0,13,7,5,0,0,421010191004013
58,50.8,38,29,8,0,1,421010191004014
105,29.8,68,58,10,0,0,421010191004015
22,22.5,14,8,2,1,0,421010191004016
45,42.8,31,22,5,3,0,421010191004017
26,5.5,10,5,2,0,0,421010191004018
219,31.3,161,126,11,16,8,421010191005000
23,55.5,22,2,0,17,0,421010262004013
28,63.5,27,2,0,25,0,421010262004010
46,53.0,39,0,0,37,0,421010262004011
37,34.6,36,4,0,30,0,421010262004012
72,49.5,55,0,0,55,0,421010262004014
117,54.3,93,0,1,88,0,421010262004015
98,50.7,79,0,8,71,0,421010262004016
70,64.5,70,0,0,67,0,421010262004017
96,50.2,84,5,1,74,0,421010262004018
19,81.1,16,2,0,13,0,421010262004019
13,31.8,13,3,0,10,0,421010262004020
189,49.8,157,0,0,149,0,421010263011000
185,33.1,144,0,0,142,0,421010263011001
176,44.5,141,4,0,137,0,421010263011002
26,58.2,22,0,8,12,0,421010263011003
176,37.9,133,4,1,124,0,421010263011004
141,47.5,110,1,8,95,0,421010263011005
116,44.5,91,0,0,89,0,421010263011006
94,35.5,66,3,1,59,0,421010263011007
119,60.1,96,0,1,90,0,421010263011008
94,41.7,85,1,0,80,0,421010263012000
54,61.6,44,0,0,40,0,421010263012001
32,49.0,28,1,0,26,0,421010263012002
190,51.9,166,0,0,161,0,421010263012003
138,45.4,113,4,0,109,0,421010263012004
89,66.3,75,2,0,72,0,421010263012005
40,33.0,36,1,0,34,0,421010263012006
205,44.8,155,3,6,141,0,421010263012007
77,57.5,60,3,2,54,0,421010263013000
62,58.1,46,5,0,41,0,421010263013001
119,44.9,97,1,0,91,0,421010263013002
73,33.8,55,0,3,48,3,421010263013003
93,44.9,76,2,1,73,0,421010263013004
125,33.4,102,0,0,101,0,421010263013005
174,39.6,139,0,4,133,0,421010263013006
111,40.8,83,2,0,80,0,421010263014002
218,46.3,179,3,1,170,0,421010263013007
111,66.1,95,0,0,90,0,421010263014000
120,40.0,103,0,6,95,1,421010263014001
62,62.3,54,0,0,54,0,421010263014003
73,36.6,51,6,0,42,0,421010263014004
66,46.3,53,1,0,43,4,421010263014005
50,51.3,49,1,0,48,0,421010263014006
76,40.3,60,0,2,58,0,421010263014007
52,47.7,47,1,0,45,1,421010263014008
201,38.8,152,3,0,142,0,421010263021000
144,32.5,116,0,0,114,2,421010263021001
158,51.5,126,6,3,117,0,421010263021002
183,39.9,156,4,0,142,1,421010263021003
86,52.7,79,1,0,78,0,421010263021004
162,46.7,138,3,6,123,1,421010263021005
30,50.6,24,7,0,16,0,421010263021006
190,51.2,166,4,3,157,0,421010263021007
115,40.9,90,0,0,79,0,421010263021008
96,46.2,81,0,0,76,0,421010263021009
160,51.5,126,3,3,115,1,421010263022000
116,33.3,83,1,0,76,1,421010263022001
150,29.7,120,3,4,111,0,421010263022002
202,37.5,153,4,0,148,0,421010263022003
78,22.5,59,0,0,52,0,421010263022004
3,50.8,3,0,0,0,0,421010263022005
89,57.8,73,0,5,67,0,421010263022006
144,34.3,116,0,0,115,0,421010263022007
93,29.8,78,0,0,63,11,421010263022008
196,48.6,161,2,0,154,0,421010263022009
79,41.7,59,0,0,53,1,421010263022010
46,62.5,44,0,0,42,2,421010263022011
80,57.4,71,6,1,64,0,421010263023000
93,45.2,74,0,0,73,0,421010263023001
61,22.5,45,8,5,20,1,421010294001003
27,60.5,24,11,2,6,2,421010294001000
147,40.8,125,60,18,39,0,421010294001001
25,24.5,18,11,3,3,0,421010294001002
68,38.3,50,9,3,38,0,421010294001004
42,31.5,34,11,2,21,0,421010294001005
47,23.8,30,13,1,15,0,421010294001006
106,40.5,85,35,13,30,2,421010294001007
97,36.5,78,15,6,55,0,421010294001008
91,48.1,77,12,3,54,1,421010294001009
151,24.1,94,48,4,38,3,421010294002000
56,48.6,39,17,10,10,0,421010294002001
39,38.5,30,14,9,7,0,421010294002002
89,33.6,69,21,27,16,3,421010294002003
90,26.4,59,27,16,16,0,421010294002004
81,27.9,53,25,8,19,0,421010294002005
105,41.4,91,34,23,31,0,421010294002006
65,25.4,44,10,4,27,2,421010294002007
28,35.5,19,12,0,7,0,421010294002008
125,34.9,98,44,27,27,0,421010294002009
125,41.6,96,28,31,33,0,421010294002010
82,34.5,62,37,21,4,0,421010294002011
40,22.5,31,16,11,4,0,421010294002012
71,38.3,54,25,16,13,0,421010294002014
164,30.7,105,34,19,47,0,421010294002015
110,28.5,75,22,12,41,0,421010294002016
50,44.0,44,12,4,17,10,421010294003000
105,20.8,65,21,21,14,3,421010294003001
136,27.5,92,23,38,22,6,421010306002001
163,42.5,138,32,36,60,10,421010306001009
218,34.4,173,37,62,71,3,421010306001010
289,37.9,245,47,95,86,16,421010306002000
146,33.4,109,24,31,35,18,421010306002002
71,32.5,55,24,14,8,6,421010306002003
74,51.3,71,10,22,27,6,421010306002004
115,50.1,92,31,40,18,3,421010306002005
106,47.0,84,14,39,26,0,421010306002006
657,72.1,561,60,384,70,31,421010306002007
20,37.7,13,6,1,3,1,421010306002008
107,32.6,83,23,19,30,8,421010306002009
114,43.8,88,16,13,42,16,421010306002010
179,39.9,135,37,48,47,3,421010306003000
117,42.2,91,30,25,26,7,421010306003001
45,35.8,36,3,11,11,8,421010306003002
97,50.9,79,13,32,27,0,421010306003003
60,30.8,47,4,24,19,0,421010306003004
71,50.5,64,3,36,22,3,421010306003005
98,34.5,81,31,45,1,4,421010306003006
107,41.2,85,24,23,26,12,421010306003007
177,24.5,130,32,48,44,6,421010306003008
104,30.7,78,11,18,35,12,421010306003009
121,51.2,101,23,36,34,4,421010306003010
74,42.8,63,12,32,18,1,421010306003011
92,31.3,58,22,22,9,2,421010306003012
105,60.1,82,14,27,34,7,421010306003013
127,28.5,91,27,13,36,10,421010306003014
117,29.2,82,33,22,24,0,421010306003015
111,41.6,86,10,19,49,6,421010306003016
46,33.5,42,5,24,12,1,421010306003017
19,66.1,18,0,7,7,3,421010306003018
34,23.5,21,5,3,6,4,421010306003019
90,26.3,54,13,9,27,0,421010306004001
157,35.5,138,16,107,2,12,421010367002015
176,30.2,145,5,109,9,18,421010367002012
174,33.5,160,9,117,11,22,421010367002013
46,41.5,46,0,33,0,12,421010367002014
100,26.9,88,2,69,3,6,421010367002016
166,34.0,159,14,121,9,5,421010367002017
74,43.5,65,6,52,2,4,421010367002018
19,28.2,14,4,8,0,2,421010367002020
61,38.8,53,3,41,0,7,421010367002021
135,31.6,127,11,92,13,7,421010367003000
82,34.0,55,10,35,1,8,421010367003001
121,33.1,115,2,91,4,10,421010367003002
29,28.3,27,8,14,0,0,421010367003003
15,37.5,13,3,0,3,5,421010367003005
79,28.1,69,12,46,0,5,421010367003006
39,33.4,30,7,16,2,5,421010367003008
47,32.1,40,2,31,2,5,421010367003009
155,30.9,142,6,115,1,17,421010367003010
33,35.8,31,0,25,3,0,421010367003011
88,33.0,79,4,66,3,3,421010367003012
78,30.9,72,1,53,4,6,421010367003013
488,28.7,464,41,232,22,155,421010007022003
429,29.1,425,38,259,11,108,421010007022000
21,26.5,15,7,3,1,0,421010007022001
23,30.8,18,7,8,0,0,421010007022005
26,24.8,21,5,6,6,2,421010007022006
60,27.7,56,6,37,6,7,421010007022007
125,29.0,122,3,82,5,19,421010007022008
141,28.4,138,5,103,4,26,421010007022009
173,29.8,166,20,105,6,28,421010008011000
90,37.0,86,0,71,0,12,421010008011001
64,26.0,45,3,34,2,0,421010008011002
54,34.7,38,7,28,0,0,421010008011003
51,29.3,48,3,33,3,5,421010008011004
83,41.2,81,11,62,1,3,421010008011005
272,33.8,262,4,211,13,30,421010008012000
336,32.6,300,6,269,1,17,421010008012001
251,34.2,221,3,182,16,15,421010008012002
47,31.8,44,3,29,0,4,421010008012005
156,27.9,134,3,111,3,14,421010008012006
92,31.6,89,3,64,7,11,421010008012007
79,35.5,61,6,51,0,0,421010008012008
437,30.9,421,35,307,22,46,421010008031000
95,35.2,86,13,59,1,10,421010008031001
164,31.9,159,3,122,2,22,421010008031002
172,29.5,165,11,135,1,4,421010008031003
635,29.6,614,41,481,17,66,421010008032000
11,28.5,7,0,5,0,0,421010008032001
39,39.5,33,5,17,5,0,421010008032002
198,29.7,197,7,153,4,26,421010008032003
117,29.8,109,15,80,0,8,421010008032004
85,33.0,74,4,56,0,7,421010008032005
56,38.7,42,0,29,4,6,421010010022012
45,37.1,39,1,30,7,0,421010385001011
38,49.0,30,3,23,0,0,421010385001012
236,72.1,222,8,191,11,8,421010385001013
